"date","number","category","rank","songId"
"2025-08-10","18","national","1","unclasico-b17f0c89df"
"2025-08-10","18","national","2","quehago-96015e81a0"
"2025-08-10","18","national","3","yaloves-2c4b523d6d"
"2025-08-10","18","national","4","quetevayabien-64c66e3ede"
"2025-08-10","18","national","5","amante-738a8171be"
"2025-08-10","18","national","6","tactoquellegoelreparto-4a3c7212e1"
"2025-08-10","18","national","7","nosvamos-ec606a101a"
"2025-08-10","18","national","8","mananateolvido-fd0e38bcef"
"2025-08-10","18","national","9","morena-080c0333b6"
"2025-08-10","18","national","10","orgullo-b3c9292d7e"
"2025-08-10","18","international","1","volver-d3eaababf5"
"2025-08-10","18","international","2","memuevo-81b30013f0"
"2025-08-10","18","international","3","senorbendito-2a53bceed4"
"2025-08-10","18","international","4","elcielo-6db5846b8d"
"2025-08-10","18","international","5","papasito-18c5517d39"
"2025-08-10","18","international","6","abracadabra-bb79c22368"
"2025-08-10","18","international","7","enprivado-5ab8bfd761"
"2025-08-10","18","international","8","azizam-2ccfa1c603"
"2025-08-10","18","international","9","quehaces-d7cb3d98d9"
"2025-08-10","18","international","10","exexex-4a717da72c"
