"date","number","category","rank","songId"
"2024-01-21","2","national","1","quevivaelamor-2a6642efed"
"2024-01-21","2","national","2","cupr-151fc14e7f"
"2024-01-21","2","national","3","nuncateolvidare-442ab8b88b"
"2024-01-21","2","national","4","unacopiademi-874f23c606"
"2024-01-21","2","national","5","salsakuduro-c13ddcca85"
"2024-01-21","2","national","6","masqueamigos-fcd34715fd"
"2024-01-21","2","national","7","muertofritoyderretido-2b8c5876c2"
"2024-01-21","2","national","8","elamorqueespere-86e71a5cbb"
"2024-01-21","2","national","9","modovanvan-c3ec2d04af"
"2024-01-21","2","national","10","situlaves-c2af8f00f3"
"2024-01-21","2","international","1","houdini-41ab2783fc"
"2024-01-21","2","international","2","bonita-7e06d87ca1"
"2024-01-21","2","international","3","miexteniarazon-e14de01b6e"
"2024-01-21","2","international","4","asieslavida-512b6e244f"
"2024-01-21","2","international","5","vocation-a1301068d1"
"2024-01-21","2","international","6","vagabundo-48bd0579e2"
"2024-01-21","2","international","7","gimmelove-5ece9463b7"
"2024-01-21","2","international","8","miamor-75e80a9d85"
"2024-01-21","2","international","9","handsonme-f8e1028364"
"2024-01-21","2","international","10","yanoteextrano-d54e16679f"
